brand,product_name,gpu_name,gpu_codename,architecture,shading_units,base_clock,boost_clock,mem_type,mem_bus,launch_price,release_year,release_month,release_date_xsd,max_clock_mhz,mem_size_kb,mem_size_iri,mem_bus_iri,mem_bus_sort,bandwidth_mbs,is_system_dependent,fp32_gflops,tdp_watts,product_uri_id,brand_uri_id,arch_uri_id
NVIDIA,GeForce GT 635M,GF108,,Fermi,96,,,DDR3,128 bit,,,,,,2097152,mem_size_2_GB,memBus_128,128,29491.2,False,182.4,35,NVIDIA_d7db1f0e0c,NVIDIA,Fermi
NVIDIA,GeForce GT 635M,GF108,,Fermi,96,,,DDR3,128 bit,,,,,,2097152,mem_size_2_GB,memBus_128,128,29491.2,False,253.4,33,NVIDIA_9754648525,NVIDIA,Fermi
NVIDIA,GeForce GT 640,GK107,,Kepler,384,,,DDR3,128 bit,99,2012,,2012-06-05,,2097152,mem_size_2_GB,memBus_128,128,29194.24,False,692.7,65,NVIDIA_a9c69ccf03,NVIDIA,Kepler
NVIDIA,GeForce GT 640 OEM,GK107,,Kepler,384,,,DDR3,128 bit,,2012,,2012-04-24,,2097152,mem_size_2_GB,memBus_128,128,29194.24,False,612.1,50,NVIDIA_f8ddc011b7,NVIDIA,Kepler
NVIDIA,GeForce GT 640 OEM Rebrand,GF116,,Fermi 2.0,144,,,DDR3,192 bit,,2012,,2012-04-24,,1572864,mem_size_1536_MB,memBus_192,192,39321.6,False,414.7,75,NVIDIA_04c5879e7a,NVIDIA,Fermi_2_0
NVIDIA,GeForce GT 640M,GK107,,Kepler,384,624.0,709.0,DDR3,128 bit,,,,,709.0,2097152,mem_size_2_GB,memBus_128,128,29491.2,False,544.5,32,NVIDIA_02c8934f86,NVIDIA,Kepler
NVIDIA,GeForce GT 640M LE,GK107,,Kepler,384,500.0,570.0,DDR3,128 bit,,,,,570.0,1048576,mem_size_1024_MB,memBus_128,128,29491.2,False,437.8,20,NVIDIA_24bc41b4d3,NVIDIA,Kepler
NVIDIA,GeForce GT 640M LE,GF108,,Fermi,96,,,GDDR5,128 bit,,,,,,2097152,mem_size_2_GB,memBus_128,128,51445.76,False,289.0,32,NVIDIA_02e2d15f49,NVIDIA,Fermi
NVIDIA,GeForce GT 645 OEM,GF114,,Fermi 2.0,288,,,GDDR5,192 bit,,2012,,2012-04-24,,1048576,mem_size_1024_MB,memBus_192,192,94074.88,False,894.0,102,NVIDIA_8f555315bc,NVIDIA,Fermi_2_0
NVIDIA,GeForce GT 645M,GK107,,Kepler,384,709.0,780.0,DDR3,128 bit,,,,,780.0,2097152,mem_size_2_GB,memBus_128,128,29491.2,False,599.0,32,NVIDIA_74cd5e40f4,NVIDIA,Kepler
NVIDIA,GeForce GT 650M,GK107,,Kepler,384,835.0,950.0,DDR3,128 bit,,,,,950.0,1048576,mem_size_1024_MB,memBus_128,128,29491.2,False,729.6,45,NVIDIA_379ca9533a,NVIDIA,Kepler
NVIDIA,GeForce GT 650M Mac Edition,GK107,,Kepler,384,900.0,900.0,GDDR5,128 bit,,,,,900.0,524288,mem_size_512_MB,memBus_128,128,82186.24,False,691.2,45,NVIDIA_f6b550b49d,NVIDIA,Kepler
NVIDIA,GeForce GTS 450 Rev. 3,GF116,,Fermi 2.0,144,,,DDR3,128 bit,,2012,,2012-07-11,,1048576,mem_size_1024_MB,memBus_128,128,22937.6,False,451.0,106,NVIDIA_a6c3d2d5b9,NVIDIA,Fermi_2_0
NVIDIA,GeForce GTX 560 SE,GF114,,Fermi 2.0,288,,,GDDR5,192 bit,,2012,,2012-02-20,,1048576,mem_size_1024_MB,memBus_192,192,94074.88,False,847.9,150,NVIDIA_1fd8c8119c,NVIDIA,Fermi_2_0
NVIDIA,GeForce GTX 650,GK107,,Kepler,384,,,GDDR5,128 bit,109,2012,,2012-09-06,,1048576,mem_size_1024_MB,memBus_128,128,81920.0,False,812.5,65,NVIDIA_3a5889b1a8,NVIDIA,Kepler
NVIDIA,GeForce GTX 650 Ti,GK106S,,Kepler,768,,,GDDR5,128 bit,149,2012,,2012-10-09,,1048576,mem_size_1024_MB,memBus_128,128,88473.6,False,1425.4,110,NVIDIA_600d312e28,NVIDIA,Kepler
NVIDIA,GeForce GTX 660,GK106,,Kepler,960,980.0,1032.0,GDDR5,192 bit,229,2012,,2012-09-06,1032.0,2097152,mem_size_2_GB,memBus_192,192,147660.8,False,1981.0,140,NVIDIA_421d2911ab,NVIDIA,Kepler
NVIDIA,GeForce GTX 660 OEM,GK104,,Kepler,1152,823.0,888.0,GDDR5,256 bit,,2012,,2012-08-22,888.0,2097152,mem_size_2_GB,memBus_256,256,183500.8,False,2045.9999999999998,130,NVIDIA_6c8a25a4e0,NVIDIA,Kepler
NVIDIA,GeForce GTX 660 OEM,GK104,,Kepler,1152,823.0,888.0,GDDR5,192 bit,,2012,,2012-08-22,888.0,1572864,mem_size_1536_MB,memBus_192,192,137625.6,False,2045.9999999999998,130,NVIDIA_93a93b2841,NVIDIA,Kepler
NVIDIA,GeForce GTX 660 Ti,GK104,,Kepler,1344,915.0,980.0,GDDR5,192 bit,299,2012,,2012-08-16,980.0,2097152,mem_size_2_GB,memBus_192,192,147660.8,False,2634.0,150,NVIDIA_269c99abc0,NVIDIA,Kepler
NVIDIA,GeForce GTX 660M,GK107,,Kepler,384,835.0,950.0,GDDR5,128 bit,,,,,950.0,2097152,mem_size_2_GB,memBus_128,128,81920.0,False,729.6,50,NVIDIA_ff6df1da87,NVIDIA,Kepler
NVIDIA,GeForce GTX 670,GK104,,Kepler,1344,915.0,980.0,GDDR5,256 bit,399,2012,,2012-05-10,980.0,2097152,mem_size_2_GB,memBus_256,256,196915.2,False,2634.0,170,NVIDIA_be716052b7,NVIDIA,Kepler
NVIDIA,GeForce GTX 670M,GF114,,Fermi 2.0,336,,,GDDR5,192 bit,,,,,,1572864,mem_size_1536_MB,memBus_192,192,73728.0,False,803.7,75,NVIDIA_879ee22fa9,NVIDIA,Fermi_2_0
NVIDIA,GeForce GTX 670MX,GK104,,Kepler,960,601.0,601.0,GDDR5,192 bit,,,,,601.0,3145728,mem_size_3_GB,memBus_192,192,68812.8,False,1153.9,75,NVIDIA_91853a0ef7,NVIDIA,Kepler
NVIDIA,GeForce GTX 675M,GF114,,Fermi 2.0,384,,,GDDR5,256 bit,,,,,,2097152,mem_size_2_GB,memBus_256,256,98304.0,False,952.3,100,NVIDIA_a9e7962235,NVIDIA,Fermi_2_0
NVIDIA,GeForce GTX 675MX,GK104,,Kepler,960,,,GDDR5,256 bit,,,,,,2097152,mem_size_2_GB,memBus_256,256,117964.8,False,1255.7,100,NVIDIA_1faf1ca02c,NVIDIA,Kepler
NVIDIA,GeForce GTX 680,GK104,,Kepler,1536,1006.0,1058.0,GDDR5,256 bit,499,2012,,2012-03-22,1058.0,2097152,mem_size_2_GB,memBus_256,256,196915.2,False,3250.0,195,NVIDIA_a4f8b98d70,NVIDIA,Kepler
NVIDIA,GeForce GTX 680M,GK104,,Kepler,1344,719.0,758.0,GDDR5,256 bit,,,,,758.0,4194304,mem_size_4_GB,memBus_256,256,117964.8,False,2037.9999999999998,100,NVIDIA_2b688eed04,NVIDIA,Kepler
NVIDIA,GeForce GTX 680MX Mac Edition,GK104,,Kepler,1536,719.0,719.0,GDDR5,256 bit,,,,,719.0,2097152,mem_size_2_GB,memBus_256,256,163840.0,False,2209.0,122,NVIDIA_674cce2b5c,NVIDIA,Kepler
NVIDIA,GeForce GTX 690,GK104,,Kepler,1536,915.0,1019.0,GDDR5,256 bit,999,2012,,2012-05-03,1019.0,2097152,mem_size_2_GB,memBus_256,256,196915.2,False,3130.0,300,NVIDIA_b369243684,NVIDIA,Kepler
NVIDIA,NVS 310,GF119S,,Fermi 2.0,48,,,DDR3,64 bit,159,2012,,2012-06-26,,524288,mem_size_512_MB,memBus_64,64,14336.0,False,100.4,20,NVIDIA_04c050e124,NVIDIA,Fermi_2_0
NVIDIA,NVS 510,GK107,,Kepler,192,,,DDR3,128 bit,449,2012,,2012-10-23,,2097152,mem_size_2_GB,memBus_128,128,29194.24,False,306.0,35,NVIDIA_4b7a96506e,NVIDIA,Kepler
NVIDIA,NVS 5200M,GF108,,Fermi,96,,,GDDR5,64 bit,,,,,,1048576,mem_size_1024_MB,memBus_64,64,25722.88,False,258.0,25,NVIDIA_63ea4f2392,NVIDIA,Fermi
NVIDIA,NVS 5200M,GF117,,Fermi 2.0,96,,,DDR3,64 bit,,,,,,1048576,mem_size_1024_MB,memBus_64,64,14745.6,False,240.0,25,NVIDIA_848c25aafe,NVIDIA,Fermi_2_0
NVIDIA,NVS 5400M,GF108,,Fermi,96,,,GDDR3,128 bit,,,,,,2097152,mem_size_2_GB,memBus_128,128,29491.2,False,253.4,35,NVIDIA_154ba7f415,NVIDIA,Fermi
NVIDIA,Playstation 3 GPU 40nm,RSX-40nm,,Curie,,,,GDDR3,128 bit,399,2012,,2012-10-04,,262144,mem_size_256_MB,memBus_128,128,21299.2,False,,35,NVIDIA_52f8b31607,NVIDIA,Curie
NVIDIA,Quadro 410,GK107,,Kepler,192,,,DDR3,64 bit,149,2012,,2012-08-07,,524288,mem_size_512_MB,memBus_64,64,14602.24,False,271.1,38,NVIDIA_df0b7e8f30,NVIDIA,Kepler
NVIDIA,Quadro 7000,GF110,,Fermi 2.0,512,,,GDDR5,384 bit,14499,2012,,2012-05-02,,6291456,mem_size_6_GB,memBus_384,384,167321.6,False,1332.2,204,NVIDIA_4628a501fd,NVIDIA,Fermi_2_0
NVIDIA,Quadro K1000M,GK107,,Kepler,192,,,DDR3,128 bit,,,,,,2097152,mem_size_2_GB,memBus_128,128,29491.2,False,326.4,45,NVIDIA_b5168b5e2d,NVIDIA,Kepler
NVIDIA,Quadro K2000M,GK107,,Kepler,384,745.0,745.0,DDR3,128 bit,,,,,745.0,2097152,mem_size_2_GB,memBus_128,128,29491.2,False,572.2,55,NVIDIA_525c27a20c,NVIDIA,Kepler
NVIDIA,Quadro K2000M Embedded,EXK107,,Kepler,384,835.0,1058.0,GDDR5,128 bit,,,,,1058.0,2097152,mem_size_2_GB,memBus_128,128,58982.4,False,812.5,45,NVIDIA_6e78f4316c,NVIDIA,Kepler
NVIDIA,Quadro K3000M,GK104,,Kepler,576,654.0,654.0,GDDR5,256 bit,,,,,654.0,2097152,mem_size_2_GB,memBus_256,256,91750.4,False,753.4,75,NVIDIA_75d1384a76,NVIDIA,Kepler
NVIDIA,Quadro K4000M,GK104,,Kepler,960,601.0,601.0,GDDR5,256 bit,,,,,601.0,4194304,mem_size_4_GB,memBus_256,256,91750.4,False,1153.9,100,NVIDIA_8c497b8c71,NVIDIA,Kepler
NVIDIA,Quadro K5000,GK104,,Kepler,1536,706.0,706.0,GDDR5,256 bit,2499,2012,,2012-08-17,706.0,4194304,mem_size_4_GB,memBus_256,256,176947.2,False,2169.0,122,NVIDIA_a3d476aac5,NVIDIA,Kepler
NVIDIA,Quadro K5000 Mac Edition,GK104,,Kepler,1536,706.0,706.0,GDDR5,256 bit,2249,2012,,2012-08-07,706.0,4194304,mem_size_4_GB,memBus_256,256,176947.2,False,2169.0,122,NVIDIA_2aae68bc88,NVIDIA,Kepler
NVIDIA,Quadro K5000M,GK104,,Kepler,1344,601.0,601.0,GDDR5,256 bit,,,,,601.0,4194304,mem_size_4_GB,memBus_256,256,98304.0,False,1615.0,100,NVIDIA_99a4220709,NVIDIA,Kepler
NVIDIA,Quadro K500M,GK107,,Kepler,192,709.0,709.0,DDR3,64 bit,,,,,709.0,1048576,mem_size_1024_MB,memBus_64,64,13107.2,False,272.3,35,NVIDIA_10cbb948c5,NVIDIA,Kepler
NVIDIA,Tesla K10,GK104,,Kepler,1536,,,GDDR5,256 bit,5099,2012,,2012-05-01,,4194304,mem_size_4_GB,memBus_256,256,163840.0,False,2289.0,225,NVIDIA_7ae488ee34,NVIDIA,Kepler
NVIDIA,Tesla K20c,GK110,,Kepler,2496,,,GDDR5,320 bit,3199,2012,,2012-11-12,,5242880,mem_size_5_GB,memBus_320,320,212992.0,False,3524.0,225,NVIDIA_f2f6da8369,NVIDIA,Kepler
NVIDIA,Tesla K20X,GK110,,Kepler,2688,,,GDDR5,384 bit,7699,2012,,2012-11-12,,6291456,mem_size_6_GB,memBus_384,384,255590.4,False,3935.0,235,NVIDIA_f0213f0008,NVIDIA,Kepler
NVIDIA,Tesla K20Xm,GK110,,Kepler,2688,,,GDDR5,384 bit,7699,2012,,2012-11-12,,6291456,mem_size_6_GB,memBus_384,384,255590.4,False,3935.0,235,NVIDIA_e25dc461fe,NVIDIA,Kepler
NVIDIA,GeForce 505 OEM,GT216,,Tesla 2.0,24,,,DDR3,128 bit,,2013,,2013-02-17,,1048576,mem_size_1024_MB,memBus_128,128,22937.6,False,49.49,25,NVIDIA_a5fc4b7163,NVIDIA,Tesla_2_0
NVIDIA,GeForce 505 OEM,GT218S,,Tesla 2.0,16,,,DDR3,64 bit,,2013,,2013-01-06,,524288,mem_size_512_MB,memBus_64,64,9830.4,False,44.86,25,NVIDIA_73a11e4eff,NVIDIA,Tesla_2_0
NVIDIA,GeForce 705A,GF119S,,Fermi 2.0,48,,,DDR3,64 bit,,,,,,1048576,mem_size_1024_MB,memBus_64,64,14745.6,False,141.7,15,NVIDIA_a58574d26b,NVIDIA,Fermi_2_0
NVIDIA,GeForce 705M,GF117,,Fermi 2.0,48,,,DDR3,64 bit,,,,,,1048576,mem_size_1024_MB,memBus_64,64,14745.6,False,141.7,15,NVIDIA_a54457b917,NVIDIA,Fermi_2_0
NVIDIA,GeForce 710A,GF117,,Fermi 2.0,96,,,DDR3,64 bit,,,,,,1048576,mem_size_1024_MB,memBus_64,64,14745.6,False,297.6,33,NVIDIA_98bbd94449,NVIDIA,Fermi_2_0
NVIDIA,GeForce 710M,GK208,,Kepler 2.0,192,719.0,758.0,DDR3,64 bit,,,,,758.0,1048576,mem_size_1024_MB,memBus_64,64,14745.6,False,291.1,15,NVIDIA_93c7f68b61,NVIDIA,Kepler_2_0
NVIDIA,GeForce 710M,GF117,,Fermi 2.0,96,,,DDR3,64 bit,,,,,,1048576,mem_size_1024_MB,memBus_64,64,14745.6,False,297.6,15,NVIDIA_a9d838b80a,NVIDIA,Fermi_2_0
NVIDIA,GeForce 820M,GF117B,,Fermi 2.0,96,,,DDR3,64 bit,,,,,,1048576,mem_size_1024_MB,memBus_64,64,14745.6,False,240.0,15,NVIDIA_55928d826e,NVIDIA,Fermi_2_0
NVIDIA,GeForce GT 625 OEM,GF119S,,Fermi 2.0,48,,,DDR3,64 bit,,2013,,2013-02-18,,1048576,mem_size_1024_MB,memBus_64,64,13516.8,False,167.8,29,NVIDIA_bddea08f8f,NVIDIA,Fermi_2_0
NVIDIA,GeForce GT 630 Rev. 2,GK208,,Kepler 2.0,384,,,DDR3,64 bit,,2013,,2013-05-29,,2097152,mem_size_2_GB,memBus_64,64,14745.6,False,692.7,25,NVIDIA_be65ff7b69,NVIDIA,Kepler_2_0
NVIDIA,GeForce GT 630 Rev. 2 PCIe x8,GK208,,Kepler 2.0,384,,,DDR3,64 bit,,2013,,2013-05-29,,2097152,mem_size_2_GB,memBus_64,64,14745.6,False,692.7,25,NVIDIA_7ce61b527a,NVIDIA,Kepler_2_0
NVIDIA,GeForce GT 635 OEM,GK208,,Kepler 2.0,384,,,DDR3,64 bit,,2013,,2013-10-01,,1048576,mem_size_1024_MB,memBus_64,64,14745.6,False,742.7,35,NVIDIA_b18aa3bc5d,NVIDIA,Kepler_2_0
NVIDIA,GeForce GT 640 Rev. 2,GK208,,Kepler 2.0,384,,,GDDR5,64 bit,89,2013,,2013-05-29,,1048576,mem_size_1024_MB,memBus_64,64,41021.44,False,803.3,49,NVIDIA_96b1144a77,NVIDIA,Kepler_2_0
NVIDIA,GeForce GT 640M Mac Edition,GK107,,Kepler,384,745.0,745.0,GDDR5,64 bit,,,,,745.0,524288,mem_size_512_MB,memBus_64,64,40960.0,False,572.2,32,NVIDIA_97f0c55c90,NVIDIA,Kepler
NVIDIA,GeForce GT 710M,GF117,,Fermi 2.0,96,,,DDR3,64 bit,,,,,,1048576,mem_size_1024_MB,memBus_64,64,14745.6,False,297.6,15,NVIDIA_f7a1fbde19,NVIDIA,Fermi_2_0
NVIDIA,GeForce GT 720M,GK208,,Kepler 2.0,192,719.0,758.0,DDR3,64 bit,,,,,758.0,2097152,mem_size_2_GB,memBus_64,64,13107.2,False,291.1,33,NVIDIA_e4315f2a8f,NVIDIA,Kepler_2_0
NVIDIA,GeForce GT 720M,GF117,,Fermi 2.0,96,,,DDR3,64 bit,,,,,,2097152,mem_size_2_GB,memBus_64,64,13107.2,False,297.6,33,NVIDIA_17d12ab7ba,NVIDIA,Fermi_2_0
NVIDIA,GeForce GT 730M,GK107,,Kepler,384,725.0,725.0,DDR3,128 bit,,,,,725.0,2097152,mem_size_2_GB,memBus_128,128,29491.2,False,556.8,33,NVIDIA_0871ba0108,NVIDIA,Kepler
NVIDIA,GeForce GT 735M,GK208,,Kepler 2.0,384,575.0,628.0,DDR3,64 bit,,,,,628.0,2097152,mem_size_2_GB,memBus_64,64,14745.6,False,482.3,33,NVIDIA_89f3b4f661,NVIDIA,Kepler_2_0
NVIDIA,GeForce GT 740A,GK208,,Kepler 2.0,384,980.0,1033.0,DDR3,64 bit,,,,,1033.0,2097152,mem_size_2_GB,memBus_64,64,14745.6,False,793.3,33,NVIDIA_39225043d4,NVIDIA,Kepler_2_0
NVIDIA,GeForce GT 740M,GK107,,Kepler,384,810.0,895.0,DDR3,128 bit,,,,,895.0,2097152,mem_size_2_GB,memBus_128,128,29521.92,False,687.4,45,NVIDIA_1bf67f0acf,NVIDIA,Kepler
NVIDIA,GeForce GT 740M,GK208,,Kepler 2.0,384,980.0,1033.0,DDR3,64 bit,,,,,1033.0,2097152,mem_size_2_GB,memBus_64,64,14745.6,False,793.3,33,NVIDIA_f4c4f71d4a,NVIDIA,Kepler_2_0
NVIDIA,GeForce GT 745A,GK107,,Kepler,384,837.0,915.0,DDR3,128 bit,,,,,915.0,2097152,mem_size_2_GB,memBus_128,128,29491.2,False,702.7,33,NVIDIA_34a2d4242b,NVIDIA,Kepler
NVIDIA,GeForce GT 745M,GK107,,Kepler,384,,,GDDR5,128 bit,,,,,,2097152,mem_size_2_GB,memBus_128,128,65536.0,False,421.6,45,NVIDIA_bd059e0332,NVIDIA,Kepler
NVIDIA,GeForce GT 745M,GK107,,Kepler,384,837.0,915.0,DDR3,128 bit,,,,,915.0,2097152,mem_size_2_GB,memBus_128,128,29491.2,False,702.7,45,NVIDIA_c1fd35e14b,NVIDIA,Kepler
NVIDIA,GeForce GT 750M,GK107,,Kepler,384,941.0,967.0,GDDR5,128 bit,,,,,967.0,2097152,mem_size_2_GB,memBus_128,128,65730.56,False,742.7,50,NVIDIA_ea61226adc,NVIDIA,Kepler
NVIDIA,GeForce GT 750M Mac Edition,GK107,,Kepler,384,926.0,926.0,GDDR5,128 bit,,,,,926.0,1048576,mem_size_1024_MB,memBus_128,128,82186.24,False,711.2,50,NVIDIA_beb5a7a1cc,NVIDIA,Kepler
NVIDIA,GeForce GT 755M,GK107,,Kepler,384,980.0,1020.0,GDDR5,128 bit,,,,,1020.0,2097152,mem_size_2_GB,memBus_128,128,88473.6,False,783.4,50,NVIDIA_2a8d7dca3a,NVIDIA,Kepler
NVIDIA,GeForce GT 755M Mac Edition,GK107,,Kepler,384,1085.0,1085.0,GDDR5,128 bit,,,,,1085.0,1048576,mem_size_1024_MB,memBus_128,128,81920.0,False,833.3,50,NVIDIA_4905e5db59,NVIDIA,Kepler
NVIDIA,GeForce GTX 645 OEM,GK106S,,Kepler,576,,,GDDR5,128 bit,,2013,,2013-04-22,,1048576,mem_size_1024_MB,memBus_128,128,65536.0,False,949.2,65,NVIDIA_b396c4b77a,NVIDIA,Kepler
NVIDIA,GeForce GTX 650,GK106,,Kepler,384,,,GDDR5,128 bit,,2013,,2013-11-27,,1048576,mem_size_1024_MB,memBus_128,128,81920.0,False,812.5,65,NVIDIA_6dfcd6ced9,NVIDIA,Kepler
NVIDIA,GeForce GTX 650 Ti Boost,GK106,,Kepler,768,980.0,1032.0,GDDR5,192 bit,169,2013,,2013-03-26,1032.0,2097152,mem_size_2_GB,memBus_192,192,147660.8,False,1585.0,134,NVIDIA_cd9f0d73fc,NVIDIA,Kepler
NVIDIA,GeForce GTX 650 Ti OEM,GK106,,Kepler,768,,,GDDR5,128 bit,,2013,,2013-03-31,,2097152,mem_size_2_GB,memBus_128,128,88473.6,False,1425.4,110,NVIDIA_81b23801e9,NVIDIA,Kepler
NVIDIA,GeForce GTX 660M Mac Edition,GK107,,Kepler,384,950.0,950.0,GDDR5,128 bit,,,,,950.0,524288,mem_size_512_MB,memBus_128,128,81920.0,False,729.6,50,NVIDIA_96681c8d89,NVIDIA,Kepler
NVIDIA,GeForce GTX 675MX Mac Edition,GK104,,Kepler,1344,719.0,719.0,GDDR5,256 bit,,,,,719.0,1048576,mem_size_1024_MB,memBus_256,256,163840.0,False,1933.0,100,NVIDIA_d0452349a3,NVIDIA,Kepler
NVIDIA,GeForce GTX 680 Mac Edition,GK104,,Kepler,1536,1006.0,1058.0,GDDR5,256 bit,599,2013,,2013-04-03,1058.0,2097152,mem_size_2_GB,memBus_256,256,196915.2,False,3250.0,195,NVIDIA_7d0f1fa3a5,NVIDIA,Kepler
NVIDIA,GeForce GTX 760,GK104,,Kepler,1152,980.0,1032.0,GDDR5,256 bit,249,2013,,2013-06-25,1032.0,2097152,mem_size_2_GB,memBus_256,256,196915.2,False,2378.0,170,NVIDIA_8bc18b0e7c,NVIDIA,Kepler
NVIDIA,GeForce GTX 760 OEM,GK104,,Kepler,1152,823.0,888.0,GDDR5,192 bit,,2013,,2013-06-27,888.0,1572864,mem_size_1536_MB,memBus_192,192,137625.6,False,2045.9999999999998,130,NVIDIA_3c1c902e8d,NVIDIA,Kepler
NVIDIA,GeForce GTX 760 OEM Rebrand,GK104,,Kepler,1152,823.0,888.0,GDDR5,256 bit,,2013,,2013-08-25,888.0,1572864,mem_size_1536_MB,memBus_256,256,183500.8,False,2045.9999999999998,130,NVIDIA_32b3244974,NVIDIA,Kepler
NVIDIA,GeForce GTX 760 Ti OEM,GK104,,Kepler,1344,915.0,980.0,GDDR5,256 bit,,2013,,2013-09-27,980.0,2097152,mem_size_2_GB,memBus_256,256,196915.2,False,2634.0,170,NVIDIA_ae77ce85d2,NVIDIA,Kepler
NVIDIA,GeForce GTX 760 Ti OEM Rebrand,GK104,,Kepler,1344,915.0,980.0,GDDR5,256 bit,,2013,,2013-08-25,980.0,2097152,mem_size_2_GB,memBus_256,256,196915.2,False,2634.0,170,NVIDIA_7f8155e767,NVIDIA,Kepler
NVIDIA,GeForce GTX 760 X2,GK104,,Kepler,1152,1006.0,1072.0,GDDR5,256 bit,,2013,,2013-11-19,1072.0,2097152,mem_size_2_GB,memBus_256,256,196915.2,False,2470.0,250,NVIDIA_dc45b99340,NVIDIA,Kepler
NVIDIA,GeForce GTX 760M,GK106S,,Kepler,768,628.0,719.0,GDDR5,128 bit,,,,,719.0,2097152,mem_size_2_GB,memBus_128,128,65669.12,False,1104.4,55,NVIDIA_12ed7ac548,NVIDIA,Kepler
NVIDIA,GeForce GTX 765M,GK106,,Kepler,768,797.0,863.0,GDDR5,128 bit,,,,,863.0,2097152,mem_size_2_GB,memBus_128,128,65669.12,False,1325.6,75,NVIDIA_8f3a7c75ab,NVIDIA,Kepler
NVIDIA,GeForce GTX 770,GK104,,Kepler,1536,1046.0,1085.0,GDDR5,256 bit,399,2013,,2013-05-30,1085.0,2097152,mem_size_2_GB,memBus_256,256,229785.6,False,3333.0,230,NVIDIA_a2b37c56c8,NVIDIA,Kepler
NVIDIA,GeForce GTX 770M,GK106,,Kepler,960,706.0,797.0,GDDR5,192 bit,,,,,797.0,3145728,mem_size_3_GB,memBus_192,192,98498.56,False,1530.0,75,NVIDIA_f8833c662f,NVIDIA,Kepler
NVIDIA,GeForce GTX 775M Mac Edition,GK104,,Kepler,1344,797.0,797.0,GDDR5,256 bit,,,,,797.0,2097152,mem_size_2_GB,memBus_256,256,163840.0,False,2142.0,100,NVIDIA_e41f05562a,NVIDIA,Kepler
NVIDIA,GeForce GTX 780,GK110,,Kepler,2304,863.0,902.0,GDDR5,384 bit,649,2013,,2013-05-23,902.0,3145728,mem_size_3_GB,memBus_384,384,295321.6,False,4156.0,250,NVIDIA_f2ab7b7706,NVIDIA,Kepler
NVIDIA,GeForce GTX 780 6 GB,GK110B,,Kepler,2304,863.0,902.0,GDDR5,384 bit,,2013,,2013-09-10,902.0,6291456,mem_size_6_GB,memBus_384,384,295321.6,False,4156.0,250,NVIDIA_da54b410a9,NVIDIA,Kepler
NVIDIA,GeForce GTX 780 Rev. 2,GK110B,,Kepler,2304,863.0,902.0,GDDR5,384 bit,649,2013,,2013-09-10,902.0,3145728,mem_size_3_GB,memBus_384,384,295321.6,False,4156.0,250,NVIDIA_7a8f0f4608,NVIDIA,Kepler
NVIDIA,GeForce GTX 780 Ti,GK110B,,Kepler,2880,875.0,928.0,GDDR5,384 bit,699,2013,,2013-11-07,928.0,3145728,mem_size_3_GB,memBus_384,384,344678.4,False,5345.0,250,NVIDIA_8961cf1c55,NVIDIA,Kepler
NVIDIA,GeForce GTX 780M,GK104,,Kepler,1536,771.0,797.0,GDDR5,256 bit,,,,,797.0,4194304,mem_size_4_GB,memBus_256,256,163840.0,False,2448.0,122,NVIDIA_5120bd06c4,NVIDIA,Kepler
NVIDIA,GeForce GTX 780M Mac Edition,GK104,,Kepler,1536,784.0,784.0,GDDR5,256 bit,,,,,784.0,4194304,mem_size_4_GB,memBus_256,256,163840.0,False,2408.0,122,NVIDIA_bc97880917,NVIDIA,Kepler
NVIDIA,GeForce GTX TITAN,GK110,,Kepler,2688,836.0,876.0,GDDR5,384 bit,999,2013,,2013-02-19,876.0,6291456,mem_size_6_GB,memBus_384,384,295321.6,False,4709.0,250,NVIDIA_d90f8ecbfb,NVIDIA,Kepler
NVIDIA,GRID K1,GK107,,Kepler,192,,,DDR3,128 bit,4140,2013,,2013-03-18,,4194304,mem_size_4_GB,memBus_128,128,29194.24,False,326.4,130,NVIDIA_1139995b42,NVIDIA,Kepler
NVIDIA,GRID K100,GK107,,Kepler,192,,,DDR3,128 bit,63,2013,,2013-06-28,,262144,mem_size_256_MB,memBus_128,128,29194.24,False,326.4,130,NVIDIA_62484713b9,NVIDIA,Kepler
NVIDIA,GRID K140Q,GK107,,Kepler,192,,,DDR3,128 bit,125,2013,,2013-06-28,,1048576,mem_size_1024_MB,memBus_128,128,29194.24,False,326.4,130,NVIDIA_bcc58fa6a5,NVIDIA,Kepler
NVIDIA,GRID K160Q,GK107,,Kepler,192,,,DDR3,128 bit,125,2013,,2013-06-28,,1048576,mem_size_1024_MB,memBus_128,128,29194.24,False,326.4,130,NVIDIA_27e99ff527,NVIDIA,Kepler
NVIDIA,GRID K180Q,GK107,,Kepler,192,,,DDR3,128 bit,125,2013,,2013-06-28,,1048576,mem_size_1024_MB,memBus_128,128,29194.24,False,326.4,130,NVIDIA_1f7a7ff3ff,NVIDIA,Kepler
NVIDIA,GRID K2,GK104,,Kepler,1536,,,GDDR5,256 bit,5199,2013,,2013-05-11,,4194304,mem_size_4_GB,memBus_256,256,163840.0,False,2289.0,225,NVIDIA_72a171466c,NVIDIA,Kepler
NVIDIA,GRID K200,GK104,,Kepler,1536,,,GDDR5,256 bit,235,2013,,2013-06-28,,262144,mem_size_256_MB,memBus_256,256,163840.0,False,2289.0,225,NVIDIA_61cb815bf2,NVIDIA,Kepler
