brand,product_name,gpu_name,gpu_codename,architecture,shading_units,base_clock,boost_clock,mem_type,mem_bus,launch_price,release_year,release_month,release_date_xsd,max_clock_mhz,mem_size_kb,mem_size_iri,mem_bus_iri,mem_bus_sort,bandwidth_mbs,is_system_dependent,fp32_gflops,tdp_watts,product_uri_id,brand_uri_id,arch_uri_id
ATI,Color Emulation Card,CW16800-A,,Wonder,,,,DRAM,32 bit,,1986,,1986-08-04,,32,mem_size_32_KB,memBus_32,32,20.0,False,,,ATI_83d6ec82cd,ATI,Wonder
ATI,Graphics Solution,CW16800-A,,Wonder,,,,DRAM,32 bit,,1986,,1986-09-22,,64,mem_size_64_KB,memBus_32,32,20.0,False,,,ATI_f86d8f884a,ATI,Wonder
ATI,EGA Wonder 800,16899-0 | CHIPS P82C435,,Wonder,,,,DRAM,32 bit,,1987,,1987-11-16,,256,mem_size_256_KB,memBus_32,32,32.0,False,,,ATI_08e5f7d0ba,ATI,Wonder
ATI,Graphics Solution Plus,CW16800-B,,Wonder,,,,DRAM,32 bit,,1987,,1987-03-23,,64,mem_size_64_KB,memBus_32,32,20.0,False,,,ATI_dc3b6311da,ATI,Wonder
ATI,VGA Improved Performance,16899-0 | CHIPS P82C441,,Wonder,,,,DRAM,32 bit,449,1987,,1987-09-28,,256,mem_size_256_KB,memBus_32,32,40.0,False,,,ATI_ff5925efd0,ATI,Wonder
ATI,EGA Wonder 480,16899-0 | CHIPS P82C435,,Wonder,,,,DRAM,32 bit,399,1988,,1988-12-26,,256,mem_size_256_KB,memBus_32,32,32.0,False,,,ATI_1ffb5f98aa,ATI,Wonder
ATI,EGA Wonder 800+,18800-1,,Wonder,,,,DRAM,32 bit,,1988,,,,256,mem_size_256_KB,memBus_32,32,32.0,False,,,ATI_d2bda38a14,ATI,Wonder
ATI,VGA Wonder,18800-1,,Wonder,,,,DRAM,32 bit,,1990,,1990-02-05,,256,mem_size_256_KB,memBus_32,32,40.0,False,,,ATI_75aba9c960,ATI,Wonder
ATI,VGA Wonder+,28800-5,,Wonder,,,,DRAM,32 bit,,1990,,1990-11-01,,512,mem_size_512_KB,memBus_32,32,40.0,False,,,ATI_e4a52da79d,ATI,Wonder
ATI,8514-Ultra,Mach8,,Mach,,,,VRAM,32 bit,799,1992,,,,1024,mem_size_1_MB,memBus_32,32,40.0,False,,,ATI_48f14d9d2e,ATI,Mach
ATI,Graphics Ultra,Mach8,,Mach,,,,VRAM,32 bit,899,1992,,,,1024,mem_size_1_MB,memBus_32,32,40.0,False,,,ATI_107757f863,ATI,Mach
ATI,Graphics Ultra Pro ISA,Mach32,,Mach,,,,DRAM,64 bit,799,1992,,,,2048,mem_size_2_MB,memBus_64,64,80.0,False,,,ATI_88b6510016,ATI,Mach
ATI,Graphics Vantage,Mach8,,Mach,,,,DRAM,32 bit,599,1992,,,,1024,mem_size_1_MB,memBus_32,32,40.0,False,,,ATI_01b17e0f1a,ATI,Mach
ATI,Graphics Wonder PCI,Mach32,,Mach,,,,DRAM,64 bit,199,1992,,,,1024,mem_size_1_MB,memBus_64,64,80.0,False,,,ATI_51d71fd549,ATI,Mach
ATI,Graphics Wonder VLB,Mach32,,Mach,,,,DRAM,64 bit,199,1992,,,,1024,mem_size_1_MB,memBus_64,64,80.0,False,,,ATI_0da1fa95b2,ATI,Mach
ATI,VGA Wonder XL24,28800-6,,Wonder,,,,DRAM,32 bit,399,1992,,1992-03-16,,1024,mem_size_1_MB,memBus_32,32,40.0,False,,,ATI_e8860fff29,ATI,Wonder
ATI,Graphics Ultra Pro PCI,Mach32,,Mach,,,,DRAM,64 bit,,1993,,,,1024,mem_size_1_MB,memBus_64,64,664.0,False,,,ATI_4d4b4a146f,ATI,Mach
ATI,Graphics Ultra Pro VLB,Mach32,,Mach,,,,VRAM,64 bit,499,1993,,,,1024,mem_size_1_MB,memBus_64,64,80.0,False,,,ATI_3f84757001,ATI,Mach
ATI,Graphics Ultra XLR VLB,Mach32,,Mach,,,,VRAM,64 bit,,1993,,,,1024,mem_size_1_MB,memBus_64,64,80.0,False,,,ATI_69d71d1ca9,ATI,Mach
Sony,Playstation GPU 600nm,GTE,,,,,,VRAM,32 bit,299,1994,,1994-12-03,,1024,mem_size_1_MB,memBus_32,32,132.0,False,,11,Sony_89bc2dc4df,Sony,
ATI,Graphics Pro Turbo,Mach64,,Mach,,,,VRAM,64 bit,449,1995,,,,2048,mem_size_2_MB,memBus_64,64,320.0,False,,,ATI_755b4330cd,ATI,Mach
ATI,Graphics Xpression,Mach64,,Mach,,,,EDO,64 bit,,1995,,1995-11-01,,2048,mem_size_2_MB,memBus_64,64,320.0,False,,,ATI_4f29fb72a7,ATI,Mach
ATI,Graphics Xpression ISA,Mach64,,Mach,,,,DRAM,64 bit,249,1995,,,,2048,mem_size_2_MB,memBus_64,64,320.0,False,,,ATI_d3ccb00a09,ATI,Mach
ATI,Video Xpression,Mach64,,Mach,,,,EDO,64 bit,239,1995,,1995-10-23,,1024,mem_size_1_MB,memBus_64,64,528.0,False,,,ATI_3999ccf5d1,ATI,Mach
ATI,WinBoost,Mach64,,Mach,,,,EDO,64 bit,229,1995,,1995-11-01,,2048,mem_size_2_MB,memBus_64,64,320.0,False,,,ATI_0a1640ff8c,ATI,Mach
ATI,WinCharger,Mach64,,Mach,,,,EDO,64 bit,229,1995,,1995-11-01,,2048,mem_size_2_MB,memBus_64,64,320.0,False,,,ATI_e29e3088eb,ATI,Mach
ATI,WinTurbo,Mach64,,Mach,,,,VRAM,64 bit,699,1995,,,,2048,mem_size_2_MB,memBus_64,64,320.0,False,,,ATI_6054f5dc44,ATI,Mach
NVIDIA,NV1,NV1,,,,,,EDO,64 bit,299,1995,,1995-09-30,,2048,mem_size_2_MB,memBus_64,64,480.0,False,,2,NVIDIA_2c6bbd6b9f,NVIDIA,
NVIDIA,STG-2000,NV1,,,,,,FPM,64 bit,249,1995,,1995-09-30,,1024,mem_size_1_MB,memBus_64,64,400.0,False,,2,NVIDIA_41210366ed,NVIDIA,
3dfx,Voodoo Graphics 4 MB,SST1,,,,,,EDO,128 bit,299,1996,,1996-10-07,,4096,mem_size_4_MB,memBus_128,128,800.0,False,,15,3dfx_138f1369dc,3dfx,
ATI,3D Rage,Mach64 GT,,Mach,,,,EDO,64 bit,219,1996,,1996-04-01,,2048,mem_size_2_MB,memBus_64,64,528.0,False,,,ATI_23aada5d02,ATI,Mach
ATI,3D Rage II,Mach64 GT-B,,Mach,,,,SDR,64 bit,269,1996,,1996-09-05,,4096,mem_size_4_MB,memBus_64,64,664.0,False,,,ATI_833aee43a2,ATI,Mach
ATI,3D Rage II+ DVD,Mach64 GT-B,,Mach,,,,SDR,64 bit,,1996,,1996-09-01,,4096,mem_size_4_MB,memBus_64,64,664.0,False,,,ATI_26643c7b97,ATI,Mach
ATI,All-In-Wonder 3D Rage II+ DVD,Mach64 GT-B,,Mach,,,,SDR,64 bit,,1996,,1996-09-01,,4096,mem_size_4_MB,memBus_64,64,664.0,False,,,ATI_666bbabd9a,ATI,Mach
ATI,Video Xpression,Mach64,,Mach,,,,EDO,64 bit,,1996,,1996-05-21,,1024,mem_size_1_MB,memBus_64,64,496.0,False,,,ATI_0d74db1033,ATI,Mach
ATI,Video Xpression+,Mach64,,Mach,,,,EDO,64 bit,,1996,,1996-05-01,,2048,mem_size_2_MB,memBus_64,64,496.0,False,,,ATI_967f3d4587,ATI,Mach
ATI,3D Rage IIC AGP,Rage IIC,,Rage 2,,,,SDR,64 bit,,1997,,1997-04-01,,4096,mem_size_4_MB,memBus_64,64,664.0,False,,,ATI_d3fd1a5db3,ATI,Rage_2
ATI,3D Rage IIC PCI,Rage IIC,,Rage 2,,,,SDR,64 bit,,1997,,1997-04-01,,2048,mem_size_2_MB,memBus_64,64,664.0,False,,,ATI_c01dae7b11,ATI,Rage_2
ATI,3D Rage PRO AGP,Rage PRO,,Rage 3,,,,SDR,64 bit,,1997,,1997-03-01,,2048,mem_size_2_MB,memBus_64,64,600.0,False,,,ATI_f8cefba500,ATI,Rage_3
ATI,3D Rage PRO AGP 2X,Rage PRO,,Rage 3,,,,SDR,64 bit,,1997,,1997-03-01,,2048,mem_size_2_MB,memBus_64,64,600.0,False,,,ATI_84ace00ee5,ATI,Rage_3
ATI,3D Rage PRO PCI,Rage PRO,,Rage 3,,,,SDR,64 bit,,1997,,1997-03-01,,8192,mem_size_8_MB,memBus_64,64,600.0,False,,,ATI_fa062fd899,ATI,Rage_3
ATI,Rage LT PRO AGP,Mach64 LT,,Mach,,,,SDR,64 bit,,,,,,8192,mem_size_8_MB,memBus_64,64,800.0,False,,,ATI_1e8aad969b,ATI,Mach
ATI,Rage LT PRO AGP,Mach64 LT,,Mach,,,,SDR,64 bit,,1997,,1997-11-01,,8192,mem_size_8_MB,memBus_64,64,800.0,False,,,ATI_25289fa864,ATI,Mach
ATI,Rage PRO Turbo AGP,Rage PRO Turbo,,Rage 3,,,,SDR,64 bit,,1997,,1997-03-01,,4096,mem_size_4_MB,memBus_64,64,600.0,False,,,ATI_3b9896b9c5,ATI,Rage_3
ATI,Rage PRO Turbo PCI,Rage PRO Turbo,,Rage 3,,,,SDR,64 bit,,1997,,1997-03-01,,8192,mem_size_8_MB,memBus_64,64,600.0,False,,,ATI_726dceacd8,ATI,Rage_3
ATI,XPert XL AGP 2X,Rage PRO,,Rage 3,,,,SDR,64 bit,,1997,,1997-03-01,,2048,mem_size_2_MB,memBus_64,64,800.0,False,,,ATI_58e56fab4b,ATI,Rage_3
NVIDIA,Riva 128,NV3,,,,,,SDR,128 bit,,1997,,1997-04-01,,4096,mem_size_4_MB,memBus_128,128,1638.4,False,,4,NVIDIA_c41982991c,NVIDIA,
NVIDIA,Riva 128 PCI,NV3,,,,,,SDR,128 bit,,1997,,1997-04-01,,4096,mem_size_4_MB,memBus_128,128,1638.4,False,,4,NVIDIA_6c65ea4695,NVIDIA,
SiS,6326,6326,,SiS 1st Gen,,,,EDO,64 bit,,1997,06,,,4096,mem_size_4_MB,memBus_64,64,400.0,False,,,SiS_c8cc591911,SiS,SiS_1st_Gen
SiS,6326 AGP,6326,,SiS 1st Gen,,,,EDO,64 bit,,1997,06,,,4096,mem_size_4_MB,memBus_64,64,720.0,False,,,SiS_da2002e89e,SiS,SiS_1st_Gen
Sony,Playstation GPU 350nm,GTE-2,,,,,,SGRAM,32 bit,299,1997,,1997-11-13,,1024,mem_size_1_MB,memBus_32,32,132.0,False,,10,Sony_6efc336519,Sony,
3dfx,Voodoo Banshee AGP 16 MB,Banshee,,,,,,SDR,128 bit,,1998,,1998-06-22,,16384,mem_size_16_MB,memBus_128,128,1638.4,False,,15,3dfx_2ebbea6cc2,3dfx,
3dfx,Voodoo Banshee PCI 16 MB,Banshee,,,,,,SDR,128 bit,,1998,,1998-06-22,,16384,mem_size_16_MB,memBus_128,128,1638.4,False,,15,3dfx_bed3e67955,3dfx,
3dfx,Voodoo2 12 MB,SST2,,,,,,EDO,192 bit,299,1998,,1998-02-02,,12288,mem_size_12_MB,memBus_192,192,2211.84,False,,15,3dfx_ad39f9fde3,3dfx,
3dfx,Voodoo2 8 MB,SST2,,,,,,EDO,192 bit,299,1998,,1998-02-02,,8192,mem_size_8_MB,memBus_192,192,2211.84,False,,15,3dfx_096d1bce14,3dfx,
ATI,Rage 128 GL,Rage 128,,Rage 4,,,,SDR,128 bit,,1998,,1998-08-27,,32768,mem_size_32_MB,memBus_128,128,960.0,False,,,ATI_b2c30a77cd,ATI,Rage_4
ATI,Rage 128 GL PCI,Rage 128,,Rage 4,,,,SDR,128 bit,,1998,,1998-08-27,,32768,mem_size_32_MB,memBus_128,128,1687.552,False,,,ATI_f3c1d88043,ATI,Rage_4
ATI,Rage 128 PRO Ultra GL,Rage 128,,Rage 4,,,,DDR,64 bit,,1998,,1998-08-01,,16384,mem_size_16_MB,memBus_64,64,2129.92,False,,,ATI_2b6af437a3,ATI,Rage_4
ATI,Rage 128 VR AGP,Rage 128,,Rage 4,,,,DDR,64 bit,,1998,,1998-08-01,,32768,mem_size_32_MB,memBus_64,64,2048.0,False,,,ATI_d2e2002cd4,ATI,Rage_4
ATI,Rage 128 VR PCI,Rage 128,,Rage 4,,,,DDR,64 bit,,1998,,1998-08-01,,32768,mem_size_32_MB,memBus_64,64,2048.0,False,,,ATI_e0d6bdc2af,ATI,Rage_4
ATI,Rage XL PCI,Rage XL,,Rage 3,,,,SDR,64 bit,,1998,,1998-08-01,,8192,mem_size_8_MB,memBus_64,64,664.0,False,,,ATI_8b6d8b1a07,ATI,Rage_3
Intel,i740,Auburn,,i740,,,,SDR,64 bit,,1998,,1998-02-12,,4096,mem_size_4_MB,memBus_64,64,800.0,False,,,Intel_0d8a97edcb,Intel,i740
Intel,i740 8 MB,Auburn,,i740,,,,SDR,64 bit,,1998,,1998-02-12,,8192,mem_size_8_MB,memBus_64,64,800.0,False,,,Intel_d72c467c41,Intel,i740
Intel,i740 Graphics,Auburn,,i740,,,,System Shared,System Shared,,,,,,,mem_size_SystemShared,memBus_SystemShared,,,True,,,Intel_9a30f75aa5,Intel,i740
Intel,i752 Graphics,Portola,,Intel Gen 1.0,,,,System Shared,System Shared,,,,,,,mem_size_SystemShared,memBus_SystemShared,,,True,,,Intel_0d3c472e38,Intel,Intel_Gen_1_0
Matrox,Marvel G200,Eclipse,,G200,,,,SDR,64 bit,,1998,,,,8192,mem_size_8_MB,memBus_64,64,896.0,False,,,Matrox_4a6ba440d4,Matrox,G200
Matrox,Millennium G200,Eclipse,,G200,,,,SGRAM,64 bit,,1998,,,,8192,mem_size_8_MB,memBus_64,64,1171.456,False,,,Matrox_5bab68d667,Matrox,G200
Matrox,Millennium G200 SD,Eclipse,,G200,,,,SDR,64 bit,,1998,,,,8192,mem_size_8_MB,memBus_64,64,896.0,False,,,Matrox_9466523af4,Matrox,G200
Matrox,Mystique G200,Eclipse,,G200,,,,SDR,64 bit,,1998,,,,8192,mem_size_8_MB,memBus_64,64,896.0,False,,,Matrox_9b111bae17,Matrox,G200
Matrox,Productiva G100,Twister,,G100,,,,SGRAM,64 bit,,1998,,,,2048,mem_size_2_MB,memBus_64,64,496.0,False,,,Matrox_ffea809b39,Matrox,G100
NVIDIA,Riva 128ZX,NV3,,,,,,SDR,128 bit,,1998,,1998-02-23,,8192,mem_size_8_MB,memBus_128,128,1638.4,False,,,NVIDIA_492e116d6b,NVIDIA,
NVIDIA,Riva TNT,NV4,,Fahrenheit,,,,SDR,128 bit,,1998,,1998-03-23,,16384,mem_size_16_MB,memBus_128,128,1802.24,False,,,NVIDIA_9bc54b4499,NVIDIA,Fahrenheit
3dfx,Velocity 100,Avenger,,,,,,SDR,128 bit,,1999,,1999-07-26,,8192,mem_size_8_MB,memBus_128,128,2342.912,False,,15,3dfx_27ea134b20,3dfx,
3dfx,Voodoo3 1000 AGP,Avenger,,,,,,SDR,128 bit,,1999,03,,,16384,mem_size_16_MB,memBus_128,128,2342.912,False,,15,3dfx_eaa59c95fa,3dfx,
3dfx,Voodoo3 2000 AGP,Avenger,,,,,,SDR,128 bit,,1999,,1999-04-03,,16384,mem_size_16_MB,memBus_128,128,2342.912,False,,15,3dfx_c9531e83ea,3dfx,
3dfx,Voodoo3 2000 PCI,Avenger,,,,,,SDR,128 bit,,1999,,1999-04-03,,16384,mem_size_16_MB,memBus_128,128,2342.912,False,,15,3dfx_13eabf1c07,3dfx,
3dfx,Voodoo3 3000 AGP,Avenger,,,,,,SDR,128 bit,,1999,,1999-04-03,,16384,mem_size_16_MB,memBus_128,128,2719.744,False,,15,3dfx_160999ad97,3dfx,
3dfx,Voodoo3 3000 PCI,Avenger,,,,,,SDR,128 bit,,1999,,1999-04-03,,16384,mem_size_16_MB,memBus_128,128,2719.744,False,,15,3dfx_9b7792a098,3dfx,
3dfx,Voodoo3 3500 TV AGP,Avenger,,,,,,SDR,128 bit,,1999,06,,,16384,mem_size_16_MB,memBus_128,128,2998.272,False,,15,3dfx_2e786067d2,3dfx,
ATI,All-In-Wonder 128,Rage 128,,Rage 4,,,,SDR,128 bit,,1999,,1999-06-16,,32768,mem_size_32_MB,memBus_128,128,1474.56,False,,,ATI_b97c6ec3ff,ATI,Rage_4
ATI,All-In-Wonder 128 PCI,Rage 128,,Rage 4,,,,SDR,128 bit,,1999,,1999-06-16,,16384,mem_size_16_MB,memBus_128,128,1474.56,False,,,ATI_af82073e4a,ATI,Rage_4
ATI,All-In-Wonder 128 PRO,Rage 128 PRO,,Rage 4,,,,SDR,128 bit,,1999,,1999-06-16,,32768,mem_size_32_MB,memBus_128,128,1966.08,False,,,ATI_6973340702,ATI,Rage_4
ATI,All-In-Wonder 128 PRO Ultra,Rage 128,,Rage 4,,,,SDR,128 bit,,1999,,1999-06-16,,32768,mem_size_32_MB,memBus_128,128,2195.456,False,,,ATI_bce5e54bfc,ATI,Rage_4
ATI,Fire GL1,IBM,,IBM,,,,SDR,256 bit,999,1999,,1999-03-01,,32768,mem_size_32_MB,memBus_256,256,3276.8,False,,,ATI_8aa055695b,ATI,IBM
ATI,Rage 128 PRO,Rage 128 PRO,,Rage 4,,,,SDR,128 bit,,1999,,1999-08-01,,32768,mem_size_32_MB,memBus_128,128,2342.912,False,,,ATI_fafee29a92,ATI,Rage_4
ATI,Rage 128 PRO Ultra,Rage 128 PRO,,Rage 4,,,,SDR,64 bit,,1999,,1999-08-01,,32768,mem_size_32_MB,memBus_64,64,1064.96,False,,,ATI_89b479532e,ATI,Rage_4
ATI,Rage 128 Ultra,Rage 128 PRO,,Rage 4,,,,DDR,64 bit,,1999,,1999-08-01,,16384,mem_size_16_MB,memBus_64,64,2129.92,False,,,ATI_c3641ad35a,ATI,Rage_4
ATI,Rage Fury,Rage 128 PRO,,Rage 4,,,,SDR,128 bit,,1999,,1999-08-01,,32768,mem_size_32_MB,memBus_128,128,1966.08,False,,,ATI_8808abcf83,ATI,Rage_4
ATI,Rage Fury MAXX,Rage 128 PRO,,Rage 4,,,,SDR,128 bit,,1999,,1999-10-01,,32768,mem_size_32_MB,memBus_128,128,2342.912,False,,,ATI_48c1038718,ATI,Rage_4
ATI,Rage Mobility 128 AGP 2X,M3,,Rage 4,,,,SDR,64 bit,,,,,,16384,mem_size_16_MB,memBus_64,64,840.0,False,,,ATI_f71636f73b,ATI,Rage_4
ATI,Rage Mobility 128 AGP 4X,M4,,Rage 4,,,,DDR,64 bit,,,,,,16384,mem_size_16_MB,memBus_64,64,1720.32,False,,,ATI_736cd985cc,ATI,Rage_4
ATI,Rage Mobility-CL,Rage Mobility,,Rage 4,,,,SDR,64 bit,,,,,,8192,mem_size_8_MB,memBus_64,64,560.0,False,,,ATI_c093ef2280,ATI,Rage_4
ATI,Rage Mobility-M,Rage Mobility,,Rage 4,,,,SDR,64 bit,,,,,,4096,mem_size_4_MB,memBus_64,64,560.0,False,,,ATI_21252ddb5c,ATI,Rage_4
ATI,Rage Mobility-M1,M1,,Rage 4,,,,SDR,64 bit,,,,,,8192,mem_size_8_MB,memBus_64,64,1024.0,False,,,ATI_d2ea88a5d8,ATI,Rage_4
ATI,Rage Mobility-M3,M3,,Rage 4,,,,SDR,64 bit,,,,,,8192,mem_size_8_MB,memBus_64,64,840.0,False,,,ATI_3b6e5f1a75,ATI,Rage_4
ATI,Rage Mobility-M4,M4,,Rage 4,,,,SDR,64 bit,,,,,,16384,mem_size_16_MB,memBus_64,64,840.0,False,,,ATI_1cae63a8e1,ATI,Rage_4
ATI,Rage Mobility-P,Rage Mobility,,Rage 4,,,,SDR,64 bit,,,,,,8192,mem_size_8_MB,memBus_64,64,560.0,False,,,ATI_105c3c1c75,ATI,Rage_4
ATI,Rage XL PCI,Rage XL,,Rage 3,,,,SDR,32 bit,,1999,,1999-01-11,,8192,mem_size_8_MB,memBus_32,32,332.0,False,,,ATI_ea76cce670,ATI,Rage_3
Intel,i752,Portola,,Intel Gen 1.0,,,,SDR,64 bit,,1999,,1999-04-27,,16384,mem_size_16_MB,memBus_64,64,1089.536,False,,,Intel_de6ac9000b,Intel,Intel_Gen_1_0
Intel,i810 Graphics,Whitney,,Intel Gen 1.0,,,,System Shared,System Shared,,,,,,,mem_size_SystemShared,memBus_SystemShared,,,True,,,Intel_386e01e544,Intel,Intel_Gen_1_0
Matrox,Marvel G400-TV,Toucan,,G400,,,,SDR,128 bit,,1999,,1999-05-20,,16384,mem_size_16_MB,memBus_128,128,2719.744,False,,,Matrox_487b5c3655,Matrox,G400
Matrox,Millennium G200A,Calao,,G200,,,,SDR,64 bit,,1999,,,,8192,mem_size_8_MB,memBus_64,64,896.0,False,,,Matrox_528d59ce64,Matrox,G200
Matrox,Millennium G250,Calao,,G200,,,,SDR,64 bit,,1999,,,,8192,mem_size_8_MB,memBus_64,64,1048.576,False,,,Matrox_f553aa30ea,Matrox,G200
Matrox,Millennium G400,Toucan,,G400,,,,SDR,128 bit,,1999,,1999-05-20,,32768,mem_size_32_MB,memBus_128,128,2719.744,False,,,Matrox_dc018b780c,Matrox,G400
Matrox,Millennium G400 MAX,Toucan,,G400,,,,SDR,128 bit,,1999,,1999-05-20,,32768,mem_size_32_MB,memBus_128,128,3276.8,False,,,Matrox_f07b4bb87b,Matrox,G400
NVIDIA,GeForce 256 DDR,NV10,,Celsius,,,,DDR,128 bit,,1999,,1999-12-23,,32768,mem_size_32_MB,memBus_128,128,4915.2,False,,,NVIDIA_4ba1f6c574,NVIDIA,Celsius
NVIDIA,GeForce 256 SDR,NV10,,Celsius,,,,SDR,64 bit,249,1999,,1999-10-11,,32768,mem_size_32_MB,memBus_64,64,1171.456,False,,,NVIDIA_2d9fc9d06b,NVIDIA,Celsius
NVIDIA,Quadro,NV10,,Celsius,,,,SDR,128 bit,,1999,,,,32768,mem_size_32_MB,memBus_128,128,2719.744,False,,,NVIDIA_1fabc63e7e,NVIDIA,Celsius
NVIDIA,Riva TNT2,NV5,,Fahrenheit,,,,SDR,128 bit,,1999,,1999-10-12,,16384,mem_size_16_MB,memBus_128,128,2457.6,False,,,NVIDIA_b120ee39aa,NVIDIA,Fahrenheit
NVIDIA,Riva TNT2 M64,NV5,,Fahrenheit,,,,SDR,64 bit,,1999,,1999-10-12,,16384,mem_size_16_MB,memBus_64,64,1171.456,False,,,NVIDIA_6be7c40120,NVIDIA,Fahrenheit
NVIDIA,Riva TNT2 M64 Vanta,NV5,,Fahrenheit,,,,SDR,64 bit,,1999,,1999-03-22,,16384,mem_size_16_MB,memBus_64,64,1089.536,False,,,NVIDIA_34ee6f1c78,NVIDIA,Fahrenheit
NVIDIA,Riva TNT2 M64 Vanta-16,NV5,,Fahrenheit,,,,SDR,64 bit,,1999,,1999-03-22,,16384,mem_size_16_MB,memBus_64,64,1089.536,False,,,NVIDIA_119e22ae99,NVIDIA,Fahrenheit
NVIDIA,Riva TNT2 PRO,NV5,,Fahrenheit,,,,SDR,128 bit,,1999,,1999-10-12,,32768,mem_size_32_MB,memBus_128,128,2736.128,False,,,NVIDIA_7db6c651e5,NVIDIA,Fahrenheit
NVIDIA,Riva TNT2 Ultra,NV5,,Fahrenheit,,,,SDR,128 bit,299,1999,,1999-03-15,,32768,mem_size_32_MB,memBus_128,128,2998.272,False,,,NVIDIA_81c2567872,NVIDIA,Fahrenheit
SiS,300,300 | 301,,SiS 2nd Gen,,,,SDR,128 bit,,1999,,1999-01-28,,32768,mem_size_32_MB,memBus_128,128,2719.744,False,,,SiS_223824e2ce,SiS,SiS_2nd_Gen
3dfx,Voodoo4 4500 AGP,VSA-100,,Voodoo Scalable,,,,SDR,128 bit,,2000,,2000-10-13,,32768,mem_size_32_MB,memBus_128,128,2719.744,False,,15,3dfx_26a49649fe,3dfx,Voodoo_Scalable
3dfx,Voodoo4 4500 PCI,VSA-100,,Voodoo Scalable,,,,SDR,128 bit,,2000,,2000-10-13,,32768,mem_size_32_MB,memBus_128,128,2719.744,False,,15,3dfx_3224397790,3dfx,Voodoo_Scalable
3dfx,Voodoo5 5500 AGP,VSA-100,,Voodoo Scalable,,,,SDR,128 bit,299,2000,,2000-06-22,,32768,mem_size_32_MB,memBus_128,128,2719.744,False,,30,3dfx_bc51082ff7,3dfx,Voodoo_Scalable
3dfx,Voodoo5 5500 PCI,VSA-100,,Voodoo Scalable,,,,SDR,128 bit,299,2000,,2000-06-22,,32768,mem_size_32_MB,memBus_128,128,2719.744,False,,30,3dfx_cf2f8a52b4,3dfx,Voodoo_Scalable
ATI,All-In-Wonder Radeon 7200,R100,,Rage 6,,,,DDR,128 bit,,2000,,2000-07-31,,32768,mem_size_32_MB,memBus_128,128,5439.488,False,,,ATI_7052228bad,ATI,Rage_6
ATI,Fire GL2,RC1000 | GT1000,,IBM,,,,DDR,256 bit,1199,2000,,2000-06-01,,65536,mem_size_64_MB,memBus_256,256,7864.32,False,,,ATI_0ddfc58740,ATI,IBM
ATI,Fire GL3,RC1000 | GT1000,,IBM,,,,DDR,256 bit,1999,2000,,2000-06-01,,131072,mem_size_128_MB,memBus_256,256,8192.0,False,,,ATI_783a3d98a1,ATI,IBM
ATI,GameCube GPU,Flipper,,Rage 5,,,,SDR,64 bit,199,2000,,2000-08-24,,16384,mem_size_16_MB,memBus_64,64,1327.104,False,,45,ATI_31240e0ab1,ATI,Rage_5
ATI,Radeon 7200,R100,,Rage 6,,,,DDR,128 bit,,2000,,2000-04-01,,32768,mem_size_32_MB,memBus_128,128,5439.488,False,,23,ATI_ecd434cf29,ATI,Rage_6
ATI,Radeon 7200,R100,,Rage 6,,,,SDR,128 bit,,2000,,2000-06-01,,32768,mem_size_32_MB,memBus_128,128,2342.912,False,,23,ATI_7102fdf870,ATI,Rage_6
ATI,Radeon 7200 64 MB,R100,,Rage 6,,,,DDR,128 bit,,2000,,2000-04-01,,65536,mem_size_64_MB,memBus_128,128,5439.488,False,,23,ATI_069712b6a7,ATI,Rage_6
ATI,Radeon DDR,Rage 6,,Rage 6,,,,DDR,128 bit,,2000,,2000-04-01,,32768,mem_size_32_MB,memBus_128,128,5439.488,False,,23,ATI_2f46f3a64e,ATI,Rage_6
ATI,Radeon DDR MAXX,Rage 6,,Rage 6,,,,DDR,128 bit,,2000,,2000-06-01,,32768,mem_size_32_MB,memBus_128,128,4849.664,False,,,ATI_fa1dd032ea,ATI,Rage_6
ATI,Radeon SDR,Rage 6,,Rage 6,,,,SDR,128 bit,,2000,,2000-06-01,,32768,mem_size_32_MB,memBus_128,128,2719.744,False,,23,ATI_3ee76961ca,ATI,Rage_6
ATI,Radeon SDR PCI,Rage 6,,Rage 6,,,,SDR,128 bit,,2000,,2000-06-01,,32768,mem_size_32_MB,memBus_128,128,2719.744,False,,23,ATI_62e8497267,ATI,Rage_6
Intel,i815 Graphics,Solano,,Intel Gen 1.0,,,,System Shared,System Shared,,,,,,,mem_size_SystemShared,memBus_SystemShared,,,True,,,Intel_69758c35e2,Intel,Intel_Gen_1_0
Matrox,Millennium G450,Condor,,G400,,,,DDR,64 bit,,2000,04,,,32768,mem_size_32_MB,memBus_64,64,2719.744,False,,,Matrox_97a131b4bb,Matrox,G400
Matrox,Millennium G450 LP,Condor,,G400,,,,DDR,64 bit,,2000,04,,,32768,mem_size_32_MB,memBus_64,64,2719.744,False,,,Matrox_8dbca65e02,Matrox,G400
NVIDIA,GeForce2 Go,NV11B,,Celsius,,,,DDR,64 bit,,,,,,65536,mem_size_64_MB,memBus_64,64,2719.744,False,,2,NVIDIA_aff8d5062b,NVIDIA,Celsius
NVIDIA,GeForce2 Go,NV11B,,Celsius,,,,DDR,128 bit,,,,,,65536,mem_size_64_MB,memBus_128,128,5439.488,False,,2,NVIDIA_f6dc56a04b,NVIDIA,Celsius
